,index,movie,names,reviews
1540,390, mayajaal multiplex , bala saravanan , new i have been here many times screens are small not that big ac and sound effect is good just go for it pleasant driving from chennai to ecr 
1541,391, mayajaal multiplex , sakthi velan , film experience is great but the restroom is awful smels badly and not cleaned properly the funny part is they check tickets before allowing anyone into 1st floor just more 
1542,392, mayajaal multiplex , ramesh babu , apart from theatres and vr related shops there is nothing significant here building seems to be old we will charged rupees 100 for car and 50 for bike parking domino s and nilgiris inside which is crowded only on weekends on the backside more 
1543,393, mayajaal multiplex , rajarajeswari subramanian , a mall of theatres inside a single complex latest films in tamil english hindi and other languages are shown which can be booked online food court and other dining restaurants are present fancy stores and game parlours are available a place for good entertainment and amusement present on ecr route 
1544,394, mayajaal multiplex , siva subramanian , it is the old and good cinema theater in chennai while it has a clean and neat atmosphere this theater has 11 screens in total which is excellent it has its own dedicated food court which is very convenient but the prices are not affordable it is slightly costly 
1545,395, mayajaal multiplex , g pratheesh kumar prathi , all places are good all games available like bowling air hockey pool table and table tennis massages are very good more 
1546,396, mayajaal multiplex , nadendla srinivas , first things first zero maintenance which comes with zero cleanliness the prices are high as if we have at malls the food stalls are dirty and the movie hall smells bad and the seats we sit also dirty 
1547,397, mayajaal multiplex , rathinam s , there are more than 10 screens parking charges are high even though for open parking arcade games are plenty and kids games and rides are good not very busy somehow first row tickets are always sold out or they don t sell it couldn t understand 
1548,398, mayajaal multiplex , kumaresan balan , we loved the place kids enjoyed playing in different games personally i liked the vr games which i never tried totally loved the vr logic more 
1549,399, mayajaal multiplex , yashwanth balraj , new theatres good but no service in the last shows of the day and in the parking didnt affect much but it s not safe for the owners eg the foods were left unprotected like that 
1550,400, meenakshi cinemas a c dts , j s , after rennovation its maintained well now its the best screen at avadi seats r all comfortabl snacks available at moderate rates its good they tk order and serve to ur seat as well popcorn quality can improvise better please keep more 
1551,401, meenakshi cinemas a c dts , shravan m , far better experience than the previous one superb ambience good staffs went for a night show but the experience is a class drunken people are not allowed strictly wonderful improvement 
1552,402, meenakshi cinemas a c dts , suresh anna , 2 months ago sound quality is very good screen quality is fine seats are good ac is properly working maintain same ambience and cleanliness going forward good parking more 
1553,403, meenakshi cinemas a c dts , hema prakash , new decent theatre with good sound quality parking facilities should be improved for both 2 4 wheelers management should start using the upi facility for all customers to access their food varieties i could see many people moving away from the queue at the last minute after the incharge says they accept only cash which is disappointing 
